Unnamed: 0,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,brand_name,Mileage_upd,Engine_upd,Power_upd,Year_upd
261,Hyderabad,143275,Diesel,Manual,First,5.0,14.07 Lakh,2.6,Hyundai,22.0,1582.0,126.2,11
262,Hyderabad,99000,Petrol,Manual,First,5.0,,1.75,Hyundai,18.9,1086.0,78.9,13
263,Mumbai,52000,Petrol,Manual,First,5.0,,2.8,Hyundai,17.0,1197.0,80.0,9
264,Coimbatore,29819,Diesel,Automatic,First,5.0,95.13 Lakh,61.29,Mercedes-Benz,11.57,2987.0,254.79,2
265,Bangalore,57000,Diesel,Manual,Second,5.0,,18.0,Mercedes-Benz,15.8,2148.0,170.0,5
266,Hyderabad,88500,Diesel,Manual,First,5.0,,4.35,Maruti,23.2,1248.0,73.94,5
267,Bangalore,28000,Diesel,Manual,First,5.0,,13.75,Hyundai,19.67,1582.0,126.2,3
268,Pune,67000,Petrol,Manual,First,5.0,,2.0,Maruti,19.0,998.0,66.1,9
269,Delhi,26000,Diesel,Manual,First,5.0,,10.0,Renault,19.64,1461.0,108.45,3
270,Delhi,120000,Diesel,Manual,First,5.0,,1.65,Fiat,17.8,1248.0,76.0,9
271,Coimbatore,51982,Diesel,Automatic,First,5.0,,45.77,BMW,16.55,2993.0,258.0,2
272,Bangalore,36000,Petrol,Manual,Second,5.0,,3.25,Hyundai,20.36,1197.0,78.9,9
273,Pune,47000,Diesel,Manual,First,7.0,,12.8,Toyota,12.8,2494.0,102.0,3
274,Mumbai,60000,Petrol,Manual,Third,5.0,,0.55,Maruti,17.3,993.0,60.0,17
275,Hyderabad,31025,Diesel,Manual,First,5.0,,7.15,Maruti,28.4,1248.0,74.0,1
276,Pune,105000,Diesel,Manual,Second,8.0,,7.0,Mahindra,12.05,2179.0,120.0,6
277,Pune,121900,Diesel,Manual,First,5.0,8.34 Lakh,3.75,Tata,22.95,1248.0,74.0,2
278,Mumbai,22695,Petrol,Manual,First,5.0,,8.5,Ford,18.88,999.0,123.24,2
279,Jaipur,73000,Diesel,Manual,First,5.0,,4.35,Maruti,23.4,1248.0,74.0,7
280,Kochi,32227,Petrol,Manual,First,5.0,,3.26,Maruti,22.74,796.0,47.3,3
281,Jaipur,55000,Petrol,Manual,First,5.0,,4.21,Honda,17.0,1497.0,118.0,8
282,Kochi,11287,Diesel,Automatic,First,7.0,,70.36,Audi,12.07,2967.0,241.4,1
283,Mumbai,48000,Diesel,Automatic,Second,5.0,,2.95,Skoda,17.0,1896.0,105.0,10
284,Kochi,54308,Petrol,Manual,First,5.0,,4.28,Hyundai,17.1,1591.0,121.3,7
285,Jaipur,78442,Petrol,Automatic,First,5.0,,3.57,Honda,16.8,1497.0,118.0,10
286,Kolkata,46000,Diesel,Manual,First,5.0,,3.11,Hyundai,21.9,1396.0,88.8,6
287,Coimbatore,45051,Petrol,Automatic,First,5.0,,5.96,Hyundai,15.0,1396.0,98.6,5
288,Hyderabad,69000,Diesel,Manual,First,5.0,,4.7,Volkswagen,20.54,1598.0,103.6,8
289,Ahmedabad,49000,Petrol,Manual,First,5.0,,6.9,Honda,17.4,1497.0,117.3,5
290,Pune,45000,Diesel,Manual,First,5.0,8.34 Lakh,5.25,Tata,22.95,1248.0,74.0,1
291,Pune,64000,Diesel,Automatic,First,5.0,,28.0,BMW,18.48,1995.0,177.0,4
292,Delhi,60000,Petrol,Manual,First,5.0,,1.35,Maruti,18.9,1061.0,67.0,10
293,Delhi,62178,Petrol,Manual,First,5.0,8.85 Lakh,4.85,Honda,18.2,1199.0,88.7,4
294,Coimbatore,58006,Diesel,Manual,First,5.0,,6.7,Volkswagen,15.0,1896.0,105.0,7
295,Hyderabad,74000,Petrol,Manual,First,5.0,,3.1,Hyundai,20.36,1197.0,78.9,9
296,Kochi,77771,Diesel,Automatic,First,5.0,,18.64,Mercedes-Benz,19.27,2143.0,170.0,4
297,Pune,45275,Petrol,Manual,First,5.0,,2.8,Hyundai,20.36,1197.0,78.9,7
298,Chennai,48000,Diesel,Manual,First,7.0,25.4 Lakh,20.25,Toyota,13.68,2393.0,147.8,3
299,Kochi,31652,Diesel,Automatic,First,5.0,,26.78,Audi,17.68,1968.0,174.33,4
300,Hyderabad,109000,Diesel,Manual,Second,7.0,,8.26,Toyota,12.99,2494.0,100.6,9
301,Mumbai,31978,Petrol,Manual,First,5.0,,3.89,Volkswagen,16.47,1198.0,73.9,4
302,Hyderabad,70000,Petrol,Manual,First,5.0,,2.1,Maruti,20.92,998.0,67.1,8
303,Mumbai,15000,Petrol,Automatic,First,5.0,16.67 Lakh,12.69,Honda,18.0,1497.0,117.3,2
304,Coimbatore,59138,Diesel,Manual,First,5.0,,2.58,Tata,17.0,1405.0,70.0,6
305,Kochi,61726,Diesel,Automatic,First,5.0,,20.77,Audi,17.68,1968.0,174.33,5
306,Delhi,48000,Diesel,Automatic,First,5.0,,20.26,Mercedes-Benz,17.9,2143.0,136.0,4
307,Chennai,58000,Petrol,Manual,Second,5.0,,1.5,Hyundai,18.9,1086.0,78.9,13
308,Kolkata,60020,Diesel,Manual,First,5.0,,2.5,Maruti,17.8,1248.0,74.0,8
309,Hyderabad,77815,Petrol,Automatic,First,5.0,,4.25,Maruti,23.1,998.0,67.04,5
310,Hyderabad,29000,Diesel,Automatic,First,5.0,79.43 Lakh,57.0,Mercedes-Benz,17.9,2143.0,201.15,2
311,Delhi,44000,Diesel,Automatic,First,5.0,,44.0,Land,12.7,2179.0,187.7,2
312,Hyderabad,108626,Diesel,Manual,First,5.0,,3.65,Volkswagen,20.54,1598.0,103.6,8
313,Hyderabad,71791,Petrol,Manual,First,5.0,,2.05,Maruti,14.0,796.0,35.0,7
314,Kochi,91931,Petrol,Manual,First,5.0,6.62 Lakh,3.13,Honda,18.5,1198.0,86.8,7
315,Hyderabad,158000,Diesel,Manual,Second,7.0,,1.5,Tata,14.07,2956.0,83.1,19
316,Pune,91183,Diesel,Manual,First,5.0,,2.85,Tata,18.0,1248.0,75.0,7
317,Delhi,65000,Petrol,Manual,First,5.0,,2.65,Maruti,18.9,998.0,67.1,7
318,Hyderabad,88428,Diesel,Manual,First,7.0,,10.6,Mahindra,16.0,2179.0,140.0,4
319,Pune,138000,Diesel,Manual,Second,5.0,,1.25,Tata,17.1,1396.0,70.0,11
320,Mumbai,18000,Petrol,Manual,First,7.0,,8.25,Maruti,16.02,1373.0,93.7,1
321,Mumbai,60000,Petrol,Automatic,First,5.0,,4.45,Honda,11.7,2354.0,177.6,8
322,Kolkata,48000,Diesel,Manual,First,5.0,,3.7,Maruti,19.3,1248.0,73.9,7
323,Hyderabad,160000,Diesel,Manual,First,5.0,,2.8,Ford,17.8,1399.0,68.0,10
324,Kolkata,40000,Petrol,Manual,First,5.0,,1.8,Honda,17.7,1497.0,78.0,11
325,Kochi,51495,Diesel,Automatic,First,5.0,,21.95,Audi,17.68,1968.0,174.33,5
326,Mumbai,30000,Diesel,Automatic,First,4.0,,49.0,BMW,9.52,2993.0,313.0,8
327,Coimbatore,97430,Diesel,Automatic,First,7.0,1.04 Cr,62.67,Audi,14.75,2967.0,245.0,2
328,Pune,42496,CNG,Manual,First,5.0,,1.4,Maruti,26.3,998.0,67.1,11
329,Pune,83000,Diesel,Manual,First,5.0,,5.5,Hyundai,23.0,1396.0,90.0,7
330,Bangalore,37000,Petrol,Automatic,Third,5.0,,2.95,Hyundai,16.95,1197.0,78.9,10
331,Kochi,28503,Petrol,Automatic,First,5.0,,6.86,Honda,19.0,1199.0,88.7,3
332,Hyderabad,76496,Diesel,Manual,First,5.0,,6.15,Maruti,25.2,1248.0,74.0,4
333,Pune,79152,Petrol,Manual,Second,5.0,,3.3,Hyundai,18.5,1197.0,82.85,8
334,Kolkata,32000,Petrol,Manual,First,5.0,,2.55,Volkswagen,16.47,1198.0,73.9,8
335,Ahmedabad,35000,Petrol,Manual,First,5.0,,1.5,Maruti,19.7,796.0,46.3,10
336,Chennai,105000,Petrol,Automatic,Second,5.0,,2.5,Toyota,11.3,1794.0,125.0,15
337,Chennai,56000,Petrol,Manual,Second,5.0,,1.4,Maruti,19.7,796.0,46.3,13
338,Pune,73000,Diesel,Manual,First,5.0,,3.4,Tata,21.12,1248.0,88.8,7
339,Pune,38000,Petrol,Manual,First,5.0,,2.25,Maruti,19.7,796.0,46.3,7
340,Kolkata,775000,Diesel,Automatic,First,5.0,,7.5,Skoda,19.3,1968.0,141.0,6
341,Kolkata,80000,Petrol,Automatic,First,5.0,,2.8,Toyota,11.3,1794.0,125.0,11
342,Coimbatore,24973,Petrol,Manual,First,5.0,,7.66,Hyundai,18.6,1197.0,81.83,3
343,Chennai,45000,Diesel,Manual,First,5.0,9.12 Lakh,7.15,Maruti,24.3,1248.0,88.5,3
344,Delhi,87430,Petrol,Manual,First,5.0,,3.5,Honda,17.0,1497.0,118.0,9
345,Hyderabad,133944,Diesel,Manual,Second,5.0,,3.5,Tata,18.0,1248.0,75.0,5
346,Kolkata,57000,Diesel,Manual,First,5.0,,3.45,Honda,25.8,1498.0,98.6,6
347,Coimbatore,27904,Petrol,Manual,First,5.0,,3.55,Hyundai,21.1,814.0,55.2,3
348,Kochi,30717,Diesel,Automatic,Second,5.0,58.67 Lakh,25.99,BMW,21.76,1995.0,190.0,4
349,Bangalore,80000,Diesel,Manual,First,5.0,,5.25,Hyundai,22.32,1582.0,126.32,7
350,Ahmedabad,47304,Diesel,Manual,First,5.0,,2.9,Tata,21.02,1248.0,88.8,6
351,Jaipur,100000,Petrol,Automatic,First,5.0,28.37 Lakh,2.05,Skoda,14.45,1984.0,227.0,14
352,Pune,30000,Petrol,Manual,First,5.0,4.48 Lakh,3.75,Maruti,24.07,998.0,67.1,2
353,Mumbai,68000,Diesel,Manual,First,5.0,,6.75,Ford,22.7,1498.0,89.84,5
354,Kolkata,21000,Petrol,Manual,Second,5.0,,0.95,Chevrolet,18.0,995.0,62.0,8
355,Hyderabad,21000,Diesel,Automatic,First,5.0,72.64 Lakh,52.0,Jaguar,19.33,1999.0,177.0,2
356,Jaipur,119000,Petrol,Manual,Third,5.0,,3.91,Honda,13.1,1997.0,141.1,12
357,Kochi,13747,Petrol,Automatic,First,5.0,36.15 Lakh,27.3,Skoda,14.67,1798.0,177.46,0
358,Chennai,620000,Petrol,Manual,First,5.0,,2.7,Hyundai,20.36,1197.0,78.9,10
359,Delhi,70000,Diesel,Manual,First,5.0,,3.5,Maruti,22.9,1248.0,74.0,6
360,Mumbai,18000,Petrol,Automatic,First,5.0,,6.2,Maruti,18.5,1197.0,83.14,3
361,Chennai,83000,Diesel,Manual,First,5.0,,2.75,Nissan,23.08,1461.0,63.1,8
362,Mumbai,130000,Diesel,Manual,First,5.0,,3.25,Maruti,23.4,1248.0,74.0,4
363,Pune,63400,Diesel,Manual,First,5.0,,3.25,Ford,17.8,1399.0,67.0,7
364,Kolkata,65000,Petrol,Manual,First,5.0,,0.65,Maruti,17.3,993.0,60.0,16
365,Pune,8350,Petrol,Manual,First,5.0,44.59 Lakh,35.0,Mini,13.8,1998.0,192.0,2
366,Kolkata,45000,Diesel,Manual,First,5.0,,3.25,Toyota,23.59,1364.0,67.05,5
367,Kolkata,26200,Petrol,Manual,First,5.0,,2.9,Maruti,24.7,796.0,47.3,1
368,Bangalore,11000,Petrol,Manual,Third,5.0,,2.9,Maruti,18.9,796.0,47.0,8
369,Bangalore,90000,Diesel,Automatic,Second,5.0,,17.75,BMW,11.0,2993.0,235.0,10
370,Mumbai,74000,Petrol,Automatic,Second,5.0,,8.25,Nissan,11.07,2496.0,179.5,4
371,Coimbatore,37081,Petrol,Automatic,First,5.0,,5.77,Hyundai,18.9,1197.0,82.0,4
372,Hyderabad,39000,Diesel,Manual,First,5.0,12 Lakh,9.49,Maruti,24.3,1248.0,88.5,2
373,Mumbai,99000,Diesel,Automatic,Third,7.0,,12.95,Audi,12.07,2967.0,241.4,11
374,Chennai,38000,Diesel,Automatic,First,5.0,,20.0,Mercedes-Benz,17.9,2143.0,136.0,4
375,Chennai,72000,Petrol,Manual,Third,4.0,,1.0,Maruti,16.1,796.0,37.0,12
376,Chennai,93000,Diesel,Manual,Second,5.0,,7.1,Renault,20.45,1461.0,83.8,4
377,Mumbai,5900,Diesel,Manual,First,5.0,,16.5,Toyota,21.43,1364.0,87.2,2
378,Chennai,25000,Diesel,Manual,First,5.0,,26.0,Mercedes-Benz,15.8,2148.0,170.0,5
379,Hyderabad,68000,Diesel,Manual,Second,5.0,,3.2,Maruti,21.1,1248.0,73.9,9
380,Kochi,35676,Petrol,Automatic,First,7.0,14.65 Lakh,9.48,Honda,16.0,1497.0,117.3,2
381,Kochi,74310,Diesel,Manual,First,5.0,,4.0,Hyundai,24.4,1120.0,71.0,4
382,Jaipur,59364,Diesel,Automatic,First,5.0,,26.5,Mercedes-Benz,14.21,2143.0,203.0,5
383,Kochi,41380,Petrol,Automatic,Second,5.0,,11.77,Mercedes-Benz,14.8,1595.0,120.7,5
384,Bangalore,33900,Diesel,Automatic,First,5.0,,37.0,Mercedes-Benz,15.0,2143.0,204.0,2
385,Mumbai,28000,Petrol,Manual,First,5.0,,8.75,Honda,17.8,1497.0,117.3,3
386,Hyderabad,50958,Petrol,Manual,First,5.0,,1.95,Hyundai,17.0,1086.0,78.9,12
387,Chennai,93982,Petrol,Manual,First,5.0,,3.75,Honda,17.0,1497.0,118.0,8
388,Pune,95000,Petrol,Manual,First,5.0,,2.5,Hyundai,16.2,1599.0,103.2,9
389,Mumbai,9000,Petrol,Automatic,First,5.0,53.72 Lakh,34.5,Jaguar,13.5,1999.0,246.74,2
390,Delhi,52516,Petrol,Manual,First,5.0,,4.65,Honda,18.0,1198.0,86.7,4
391,Bangalore,20000,Petrol,Automatic,First,4.0,,32.0,Mini,18.86,1598.0,122.0,4
392,Coimbatore,56451,Diesel,Automatic,First,5.0,,62.81,Mercedes-Benz,13.5,2987.0,282.0,2
393,Chennai,37000,Petrol,Manual,First,5.0,,3.25,Hyundai,21.1,814.0,55.2,5
394,Kolkata,17400,Petrol,Manual,First,5.0,,3.1,Maruti,20.51,998.0,67.04,5
395,Coimbatore,90207,Diesel,Manual,First,5.0,,3.91,Maruti,21.1,1248.0,73.9,8
396,Chennai,89616,Diesel,Automatic,First,5.0,,11.0,BMW,16.07,1995.0,181.0,8
397,Pune,85000,Diesel,Manual,First,5.0,,3.5,Tata,13.49,2179.0,138.03,5
398,Chennai,79271,Diesel,Automatic,First,5.0,,16.5,Audi,20.38,1968.0,143.0,5
399,Hyderabad,56000,Diesel,Automatic,First,5.0,,30.0,Land,12.7,2179.0,187.7,7
400,Pune,85001,Diesel,Automatic,Second,7.0,,28.0,Mercedes-Benz,12.0,2987.0,224.0,9
401,Hyderabad,12000,Diesel,Automatic,First,7.0,33.91 Lakh,28.0,Mitsubishi,13.5,2477.0,175.56,1
402,Jaipur,125000,Petrol,Manual,First,5.0,,0.92,Maruti,19.7,796.0,46.3,9
403,Pune,53000,Petrol,Manual,First,5.0,,2.75,Maruti,14.0,1061.0,64.0,6
404,Coimbatore,34990,Diesel,Automatic,First,5.0,,53.83,Land,12.7,2179.0,187.7,2
405,Pune,49768,Petrol,Manual,Second,5.0,,4.95,Hyundai,17.01,1591.0,121.3,8
406,Hyderabad,56000,Diesel,Automatic,First,5.0,,33.5,BMW,16.73,2993.0,218.0,6
407,Bangalore,75000,Diesel,Automatic,First,5.0,,27.95,Jaguar,14.74,2993.0,270.9,6
408,Hyderabad,57000,Petrol,Automatic,First,5.0,,7.25,Skoda,13.7,1798.0,157.75,9
409,Kochi,37542,Diesel,Automatic,First,5.0,,25.71,Audi,15.73,1968.0,174.33,2
410,Coimbatore,95649,Diesel,Automatic,First,5.0,,29.67,Land,12.7,2179.0,187.7,5
411,Jaipur,35299,Diesel,Automatic,First,5.0,,19.0,Mercedes-Benz,14.84,2143.0,170.0,6
412,Kochi,28464,Diesel,Manual,First,7.0,,13.05,Mahindra,15.4,2179.0,120.0,2
413,Mumbai,41000,Diesel,Automatic,First,5.0,60.88 Lakh,25.5,BMW,21.76,1995.0,190.0,4
414,Pune,9000,Petrol,Manual,First,7.0,12.51 Lakh,8.5,Honda,15.4,1497.0,117.3,2
415,Chennai,92098,Diesel,Automatic,Second,5.0,,7.25,Volvo,16.0,2400.0,215.0,9
416,Pune,5834,Petrol,Manual,First,5.0,,0.8,Hyundai,13.2,1495.0,94.0,14
417,Jaipur,40250,Petrol,Manual,First,5.0,9.74 Lakh,6.9,Hyundai,17.19,1197.0,81.86,2
418,Coimbatore,22397,Petrol,Automatic,First,5.0,95.38 Lakh,70.99,Mercedes-Benz,11.5,2996.0,367.0,1
419,Kolkata,20800,Petrol,Manual,Second,5.0,,2.25,Hyundai,21.1,814.0,55.2,4
420,Kochi,40322,Petrol,Manual,First,5.0,,5.5,Hyundai,18.9,1197.0,81.86,1
421,Mumbai,52576,Petrol,Manual,First,5.0,,4.35,Honda,13.0,1493.0,100.0,6
422,Kolkata,55000,Petrol,Manual,First,5.0,,2.25,Volkswagen,16.47,1198.0,73.9,9
423,Mumbai,47000,Petrol,Automatic,First,5.0,60.59 Lakh,24.5,Audi,15.26,1798.0,187.74,3
424,Hyderabad,42021,Diesel,Manual,First,5.0,,5.45,Volkswagen,16.47,1968.0,73.9,9
425,Coimbatore,23163,Petrol,Manual,First,5.0,,12.03,Hyundai,15.29,1591.0,121.3,2
426,Mumbai,50000,Petrol,Automatic,Second,5.0,,8.5,Mercedes-Benz,11.74,1796.0,186.0,8
427,Mumbai,11900,Petrol,Automatic,First,4.0,44.28 Lakh,28.5,Mini,16.82,1998.0,189.08,5
428,Pune,108000,Petrol,Manual,Second,5.0,,1.2,Hyundai,17.0,1086.0,78.9,13
429,Bangalore,37000,Diesel,Manual,First,5.0,,5.75,Toyota,23.59,1364.0,67.04,6
430,Delhi,30000,Petrol,Manual,Second,5.0,,3.2,Honda,19.4,1198.0,86.8,5
431,Coimbatore,12831,Petrol,Automatic,First,5.0,,9.89,Maruti,21.4,1197.0,83.1,1
432,Coimbatore,143017,Diesel,Automatic,First,5.0,,6.58,Skoda,20.0,1968.0,138.1,7
433,Kochi,13102,Petrol,Manual,First,5.0,,4.06,Hyundai,21.1,814.0,55.2,1
434,Coimbatore,24950,Diesel,Manual,First,5.0,,13.37,Renault,20.37,1461.0,108.45,0
435,Coimbatore,57832,Diesel,Automatic,First,5.0,,25.82,BMW,16.2,2993.0,258.0,8
436,Kochi,34267,Petrol,Manual,First,5.0,,3.74,Maruti,22.74,796.0,47.3,3
437,Bangalore,33000,Diesel,Automatic,Second,5.0,,22.0,Volvo,16.8,1984.0,150.0,4
438,Ahmedabad,55100,Petrol,Manual,First,5.0,,1.45,Maruti,18.9,998.0,67.1,12
439,Kolkata,40000,Petrol,Manual,First,5.0,,2.0,Honda,17.7,1497.0,78.0,11
440,Kochi,31841,CNG,Manual,First,5.0,,4.7,Maruti,15.1,1196.0,73.0,2
441,Kolkata,15000,Petrol,Manual,First,8.0,,3.75,Chevrolet,13.7,1399.0,98.79,5
442,Coimbatore,82756,Diesel,Manual,First,7.0,11.28 Lakh,7.7,Mahindra,15.96,2523.0,62.1,3
443,Coimbatore,50243,Petrol,Manual,First,5.0,,3.35,Hyundai,18.9,1086.0,78.9,7
444,Hyderabad,20600,Petrol,Manual,First,5.0,,2.6,Hyundai,21.1,814.0,55.2,5
445,Coimbatore,29952,Petrol,Automatic,First,5.0,,13.77,Hyundai,13.0,1591.0,121.3,2
446,Mumbai,15000,Petrol,Manual,Second,5.0,11.48 Lakh,7.1,Volkswagen,16.09,1598.0,103.5,2
447,Pune,61938,Petrol,Automatic,Second,5.0,,2.65,Honda,12.9,1799.0,130.0,11
448,Hyderabad,67000,Diesel,Manual,First,5.0,,2.5,Tata,22.3,1248.0,74.0,5
449,Kochi,61672,Diesel,Manual,First,7.0,,7.53,Mahindra,16.0,2179.0,140.0,6
450,Coimbatore,26185,Petrol,Manual,First,5.0,,7.98,Hyundai,18.6,1197.0,81.83,2
451,Bangalore,38000,Diesel,Automatic,Second,5.0,,39.0,Audi,14.16,1968.0,174.3,5
452,Chennai,67000,Petrol,Manual,Second,5.0,,2.25,Maruti,18.5,1197.0,85.8,8
453,Chennai,66000,Petrol,Manual,Second,5.0,,3.85,Mitsubishi,13.17,1999.0,114.0,9
454,Hyderabad,80883,Diesel,Manual,First,7.0,,13.5,Toyota,12.8,2494.0,102.0,4
455,Hyderabad,80219,Diesel,Manual,First,5.0,,3.5,Maruti,27.62,793.0,47.0,3
456,Delhi,12923,Diesel,Manual,First,5.0,11.26 Lakh,8.92,Maruti,25.1,1248.0,88.5,1
457,Coimbatore,86642,Diesel,Automatic,First,5.0,43.65 Lakh,20.37,Audi,15.17,1968.0,181.0,3
458,Bangalore,19235,Diesel,Automatic,First,5.0,62.07 Lakh,36.5,BMW,21.76,1995.0,190.0,3
459,Coimbatore,51002,Diesel,Automatic,First,7.0,,48.91,Audi,11.33,4134.0,335.2,3
460,Pune,6800,Petrol,Manual,First,5.0,,7.2,Hyundai,18.6,1197.0,81.83,3
461,Hyderabad,82749,Diesel,Manual,First,5.0,,5.99,Renault,19.01,1461.0,108.45,7
462,Pune,51000,Diesel,Manual,First,5.0,,5.25,Hyundai,24.4,1120.0,71.0,3
463,Delhi,31465,Diesel,Manual,First,5.0,,6.5,Ford,22.7,1498.0,89.84,5
464,Hyderabad,76476,Petrol,Manual,First,5.0,,4.4,Volkswagen,16.47,1198.0,73.9,6
465,Kolkata,14000,Diesel,Manual,First,5.0,,4.6,Hyundai,24.0,1120.0,70.0,2
466,Ahmedabad,47000,Diesel,Manual,First,5.0,,2.95,Tata,21.12,1248.0,88.8,6
467,Kolkata,48466,Petrol,Manual,First,5.0,,3.26,Honda,17.0,1497.0,118.0,8
468,Bangalore,46000,Petrol,Manual,Second,5.0,,2.22,Hyundai,17.92,1086.0,62.1,11
469,Hyderabad,162663,Diesel,Manual,First,7.0,,10.5,Toyota,12.99,2494.0,100.0,7
470,Coimbatore,25142,Diesel,Manual,First,5.0,,8.26,Maruti,28.09,1248.0,88.5,2
471,Delhi,69000,Diesel,Manual,First,7.0,,14.45,Toyota,12.55,2982.0,169.0,6
472,Chennai,80524,Petrol,Manual,Second,5.0,,2.5,Ford,15.3,1596.0,68.0,10
473,Kochi,26405,Petrol,Automatic,First,5.0,86.97 Lakh,51.43,Mercedes-Benz,12.6,1950.0,191.34,1
474,Chennai,45000,Diesel,Manual,First,5.0,,23.0,Mercedes-Benz,15.8,2148.0,170.0,5
475,Kolkata,64284,Diesel,Manual,First,5.0,,5.5,Skoda,17.72,1968.0,108.49,7
476,Delhi,27000,Petrol,Manual,First,5.0,,4.5,Hyundai,18.9,1197.0,82.0,4
477,Hyderabad,3678,Petrol,Manual,First,5.0,,6.8,Ford,18.16,1196.0,86.8,1
478,Mumbai,21000,Petrol,Manual,First,5.0,,8.75,Skoda,16.8,1395.0,138.02,6
479,Mumbai,67000,Diesel,Manual,Second,5.0,,7.0,Renault,19.87,1461.0,83.8,4
480,Delhi,24000,Diesel,Automatic,Second,5.0,,33.5,Land,15.68,1999.0,177.0,4
481,Chennai,75000,Diesel,Manual,Second,5.0,,2.25,Ford,20.0,1399.0,68.0,8
482,Hyderabad,179000,Diesel,Automatic,Second,7.0,,4.24,Ford,12.8,2953.0,156.0,11
483,Coimbatore,47198,Diesel,Manual,First,7.0,,28.42,Toyota,12.55,2982.0,168.5,2
484,Kolkata,52000,Diesel,Manual,First,5.0,,2.75,Volkswagen,22.07,1199.0,73.9,7
485,Jaipur,91000,Diesel,Manual,First,5.0,,3.0,Maruti,23.2,1248.0,73.94,8
486,Pune,60000,Diesel,Manual,First,5.0,,3.55,Nissan,23.08,1461.0,63.1,6
487,Kolkata,37873,Diesel,Manual,First,5.0,,4.8,Hyundai,22.32,1582.0,126.32,6
488,Kolkata,31000,Petrol,Automatic,First,5.0,,13.5,BMW,10.8,2497.0,150.0,8
489,Pune,129000,Diesel,Automatic,First,7.0,1 Cr,56.0,Mercedes-Benz,11.0,2987.0,258.0,2
490,Hyderabad,78000,Petrol,Automatic,First,5.0,,3.99,Honda,12.0,2354.0,187.4,15
491,Bangalore,32000,Diesel,Automatic,First,5.0,,15.5,Hyundai,17.01,1582.0,126.2,3
492,Jaipur,59000,Petrol,Manual,Second,5.0,,2.32,Hyundai,19.81,1086.0,68.05,9
493,Kochi,35437,Diesel,Automatic,First,5.0,,18.58,Mercedes-Benz,20.0,2143.0,136.0,3
494,Jaipur,98000,Petrol,Manual,First,7.0,,5.5,Maruti,16.02,1373.0,93.7,5
495,Chennai,72000,Diesel,Manual,Second,5.0,,3.2,Skoda,18.7,1896.0,66.0,13
496,Pune,79000,Petrol,Manual,First,5.0,,4.0,Honda,18.0,1198.0,86.7,4
497,Chennai,29000,Petrol,Manual,First,5.0,,1.6,Maruti,17.3,993.0,60.0,15
498,Kochi,66012,Petrol,Manual,First,5.0,,4.15,Maruti,15.5,1586.0,103.3,6
499,Mumbai,35000,Petrol,Automatic,First,5.0,,4.25,Honda,16.5,1198.0,86.8,5
500,Ahmedabad,75000,Petrol,Manual,First,5.0,,2.6,Maruti,18.9,998.0,67.1,8
501,Mumbai,80000,Petrol,Automatic,Second,5.0,,3.43,Toyota,12.1,2362.0,164.7,11
502,Kochi,32717,Petrol,Manual,First,5.0,,2.55,Chevrolet,18.6,1199.0,79.4,7
503,Delhi,25000,Diesel,Automatic,First,7.0,,32.0,Toyota,12.55,2982.0,168.5,2
504,Mumbai,79000,Diesel,Manual,First,5.0,,6.25,Ford,22.7,1498.0,89.84,5
505,Hyderabad,86000,Diesel,Manual,Second,5.0,,3.6,Maruti,17.8,1248.0,75.0,9
506,Pune,137000,Diesel,Automatic,First,5.0,,18.5,Mercedes-Benz,13.5,2987.0,282.0,9
507,Mumbai,25000,Petrol,Manual,Second,7.0,,4.25,Honda,17.3,1497.0,117.3,4
508,Mumbai,8500,Petrol,Manual,Second,5.0,,4.8,Hyundai,18.9,1197.0,82.0,2
509,Bangalore,34000,Diesel,Automatic,First,7.0,,13.0,Mahindra,16.0,2179.0,140.0,4
510,Pune,41629,Petrol,Manual,Second,5.0,,2.25,Skoda,14.83,1598.0,105.0,7
511,Hyderabad,80227,Petrol,Manual,First,5.0,,2.3,Hyundai,17.92,1086.0,62.1,10
512,Kochi,8587,Petrol,Manual,First,5.0,,13.56,Hyundai,15.29,1591.0,121.3,0
513,Delhi,30000,Diesel,Manual,First,7.0,,12.25,Mahindra,15.4,1997.0,120.0,2
514,Pune,64186,Diesel,Manual,First,5.0,,3.76,Skoda,20.5,1598.0,103.5,6
515,Coimbatore,76427,Diesel,Manual,First,5.0,,8.58,Renault,19.01,1461.0,108.45,4
516,Hyderabad,75000,Diesel,Automatic,First,5.0,,27.5,BMW,11.7,2993.0,245.0,8
517,Coimbatore,27075,Petrol,Manual,First,5.0,,4.95,Toyota,17.6,1496.0,88.73,6
518,Ahmedabad,30000,Petrol,Manual,First,5.0,4.74 Lakh,3.3,Maruti,22.5,998.0,67.04,7
519,Chennai,69434,Petrol,Manual,First,5.0,14.84 Lakh,8.0,Hyundai,15.8,1591.0,121.3,3
520,Jaipur,56000,Petrol,Manual,First,5.0,,2.79,Maruti,23.1,998.0,67.04,5
521,Coimbatore,49275,Diesel,Automatic,First,5.0,,45.64,Land,12.7,2179.0,187.7,2
522,Pune,8700,Petrol,Manual,First,5.0,,2.55,Chevrolet,18.6,1199.0,76.8,5
523,Ahmedabad,18000,Petrol,Manual,Second,4.0,,1.0,Tata,25.4,624.0,37.5,5
524,Coimbatore,41041,Diesel,Automatic,First,5.0,,37.56,Audi,17.68,1968.0,174.33,2
